,H,V,C,h,a,b
955,7.5PB,5.0,8.0,279.0,1.25148,-7.90151
956,7.5PB,4.0,8.0,279.0,1.25148,-7.90151
957,7.5PB,3.0,8.0,279.0,1.25148,-7.90151
958,7.5PB,6.0,10.0,279.0,1.56434,-9.87688
959,7.5PB,5.0,10.0,279.0,1.56434,-9.87688
960,7.5PB,4.0,10.0,279.0,1.56434,-9.87688
961,7.5PB,3.0,10.0,279.0,1.56434,-9.87688
962,7.5PB,5.0,12.0,279.0,1.87721,-11.85226
963,7.5PB,4.0,12.0,279.0,1.87721,-11.85226
964,10PB,9.0,1.0,288.0,0.30902,-0.95106
965,10PB,8.0,1.0,288.0,0.30902,-0.95106
966,10PB,7.0,1.0,288.0,0.30902,-0.95106
967,10PB,6.0,1.0,288.0,0.30902,-0.95106
968,10PB,5.0,1.0,288.0,0.30902,-0.95106
969,10PB,4.0,1.0,288.0,0.30902,-0.95106
970,10PB,3.0,1.0,288.0,0.30902,-0.95106
971,10PB,2.5,1.0,288.0,0.30902,-0.95106
972,10PB,9.0,2.0,288.0,0.61803,-1.90211
973,10PB,8.0,2.0,288.0,0.61803,-1.90211
974,10PB,7.0,2.0,288.0,0.61803,-1.90211
975,10PB,6.0,2.0,288.0,0.61803,-1.90211
976,10PB,5.0,2.0,288.0,0.61803,-1.90211
977,10PB,4.0,2.0,288.0,0.61803,-1.90211
978,10PB,3.0,2.0,288.0,0.61803,-1.90211
979,10PB,2.5,2.0,288.0,0.61803,-1.90211
980,10PB,8.0,4.0,288.0,1.23607,-3.80423
981,10PB,7.0,4.0,288.0,1.23607,-3.80423
982,10PB,6.0,4.0,288.0,1.23607,-3.80423
983,10PB,5.0,4.0,288.0,1.23607,-3.80423
984,10PB,4.0,4.0,288.0,1.23607,-3.80423
985,10PB,3.0,4.0,288.0,1.23607,-3.80423
986,10PB,2.5,4.0,288.0,1.23607,-3.80423
987,10PB,7.0,6.0,288.0,1.8541,-5.70634
988,10PB,6.0,6.0,288.0,1.8541,-5.70634
989,10PB,5.0,6.0,288.0,1.8541,-5.70634
990,10PB,4.0,6.0,288.0,1.8541,-5.70634
991,10PB,3.0,6.0,288.0,1.8541,-5.70634
992,10PB,2.5,6.0,288.0,1.8541,-5.70634
993,10PB,7.0,8.0,288.0,2.47214,-7.60845
994,10PB,6.0,8.0,288.0,2.47214,-7.60845
995,10PB,5.0,8.0,288.0,2.47214,-7.60845
996,10PB,4.0,8.0,288.0,2.47214,-7.60845
997,10PB,3.0,8.0,288.0,2.47214,-7.60845
998,10PB,6.0,10.0,288.0,3.09017,-9.51057
999,10PB,5.0,10.0,288.0,3.09017,-9.51057
1000,10PB,4.0,10.0,288.0,3.09017,-9.51057
1001,2.5P,9.0,2.0,297.0,0.90798,-1.78201
1002,2.5P,8.0,2.0,297.0,0.90798,-1.78201
1003,2.5P,7.0,2.0,297.0,0.90798,-1.78201
1004,2.5P,6.0,2.0,297.0,0.90798,-1.78201
1005,2.5P,5.0,2.0,297.0,0.90798,-1.78201
1006,2.5P,4.0,2.0,297.0,0.90798,-1.78201
1007,2.5P,3.0,2.0,297.0,0.90798,-1.78201
1008,2.5P,2.5,2.0,297.0,0.90798,-1.78201
1009,2.5P,8.0,4.0,297.0,1.81596,-3.56403
1010,2.5P,7.0,4.0,297.0,1.81596,-3.56403
1011,2.5P,6.0,4.0,297.0,1.81596,-3.56403
1012,2.5P,5.0,4.0,297.0,1.81596,-3.56403
1013,2.5P,4.0,4.0,297.0,1.81596,-3.56403
1014,2.5P,3.0,4.0,297.0,1.81596,-3.56403
1015,2.5P,2.5,4.0,297.0,1.81596,-3.56403
1016,2.5P,7.0,6.0,297.0,2.72394,-5.34604
1017,2.5P,6.0,6.0,297.0,2.72394,-5.34604
1018,2.5P,5.0,6.0,297.0,2.72394,-5.34604
1019,2.5P,4.0,6.0,297.0,2.72394,-5.34604
1020,2.5P,3.0,6.0,297.0,2.72394,-5.34604
1021,2.5P,7.0,8.0,297.0,3.63192,-7.12805
1022,2.5P,6.0,8.0,297.0,3.63192,-7.12805
1023,2.5P,5.0,8.0,297.0,3.63192,-7.12805
1024,2.5P,4.0,8.0,297.0,3.63192,-7.12805
1025,2.5P,3.0,8.0,297.0,3.63192,-7.12805
1026,2.5P,6.0,10.0,297.0,4.5399,-8.91007
1027,2.5P,5.0,10.0,297.0,4.5399,-8.91007
1028,2.5P,4.0,10.0,297.0,4.5399,-8.91007
1029,5P,9.0,1.0,306.0,0.58779,-0.80902
1030,5P,8.0,1.0,306.0,0.58779,-0.80902
1031,5P,7.0,1.0,306.0,0.58779,-0.80902
1032,5P,6.0,1.0,306.0,0.58779,-0.80902
1033,5P,5.0,1.0,306.0,0.58779,-0.80902
1034,5P,4.0,1.0,306.0,0.58779,-0.80902
1035,5P,3.0,1.0,306.0,0.58779,-0.80902
1036,5P,2.5,1.0,306.0,0.58779,-0.80902
1037,5P,9.0,2.0,306.0,1.17557,-1.61803
1038,5P,8.0,2.0,306.0,1.17557,-1.61803
1039,5P,7.0,2.0,306.0,1.17557,-1.61803
1040,5P,6.0,2.0,306.0,1.17557,-1.61803
1041,5P,5.0,2.0,306.0,1.17557,-1.61803
1042,5P,4.0,2.0,306.0,1.17557,-1.61803
1043,5P,3.0,2.0,306.0,1.17557,-1.61803
1044,5P,2.5,2.0,306.0,1.17557,-1.61803
1045,5P,8.0,4.0,306.0,2.35114,-3.23607
1046,5P,7.0,4.0,306.0,2.35114,-3.23607
1047,5P,6.0,4.0,306.0,2.35114,-3.23607
1048,5P,5.0,4.0,306.0,2.35114,-3.23607
1049,5P,4.0,4.0,306.0,2.35114,-3.23607
1050,5P,3.0,4.0,306.0,2.35114,-3.23607
1051,5P,2.5,4.0,306.0,2.35114,-3.23607
1052,5P,7.0,6.0,306.0,3.52671,-4.8541
1053,5P,6.0,6.0,306.0,3.52671,-4.8541
1054,5P,5.0,6.0,306.0,3.52671,-4.8541
1055,5P,4.0,6.0,306.0,3.52671,-4.8541
1056,5P,3.0,6.0,306.0,3.52671,-4.8541
1057,5P,2.5,6.0,306.0,3.52671,-4.8541
1058,5P,7.0,8.0,306.0,4.70228,-6.47214
1059,5P,6.0,8.0,306.0,4.70228,-6.47214
1060,5P,5.0,8.0,306.0,4.70228,-6.47214
1061,5P,4.0,8.0,306.0,4.70228,-6.47214
1062,5P,3.0,8.0,306.0,4.70228,-6.47214
1063,5P,5.0,10.0,306.0,5.87785,-8.09017
1064,5P,4.0,10.0,306.0,5.87785,-8.09017
1065,7.5P,9.0,2.0,315.0,1.41421,-1.41421
1066,7.5P,8.0,2.0,315.0,1.41421,-1.41421
1067,7.5P,7.0,2.0,315.0,1.41421,-1.41421
1068,7.5P,6.0,2.0,315.0,1.41421,-1.41421
1069,7.5P,5.0,2.0,315.0,1.41421,-1.41421
1070,7.5P,4.0,2.0,315.0,1.41421,-1.41421
1071,7.5P,3.0,2.0,315.0,1.41421,-1.41421
1072,7.5P,2.5,2.0,315.0,1.41421,-1.41421
1073,7.5P,8.0,4.0,315.0,2.82843,-2.82843
1074,7.5P,7.0,4.0,315.0,2.82843,-2.82843
1075,7.5P,6.0,4.0,315.0,2.82843,-2.82843
1076,7.5P,5.0,4.0,315.0,2.82843,-2.82843
1077,7.5P,4.0,4.0,315.0,2.82843,-2.82843
1078,7.5P,3.0,4.0,315.0,2.82843,-2.82843
1079,7.5P,2.5,4.0,315.0,2.82843,-2.82843
1080,7.5P,8.0,6.0,315.0,4.24264,-4.24264
1081,7.5P,7.0,6.0,315.0,4.24264,-4.24264
1082,7.5P,6.0,6.0,315.0,4.24264,-4.24264
1083,7.5P,5.0,6.0,315.0,4.24264,-4.24264
1084,7.5P,4.0,6.0,315.0,4.24264,-4.24264
1085,7.5P,3.0,6.0,315.0,4.24264,-4.24264
1086,7.5P,7.0,8.0,315.0,5.65685,-5.65685
1087,7.5P,6.0,8.0,315.0,5.65685,-5.65685
1088,7.5P,5.0,8.0,315.0,5.65685,-5.65685
1089,7.5P,4.0,8.0,315.0,5.65685,-5.65685
1090,7.5P,3.0,8.0,315.0,5.65685,-5.65685
1091,7.5P,6.0,10.0,315.0,7.07107,-7.07107
1092,7.5P,5.0,10.0,315.0,7.07107,-7.07107
1093,7.5P,4.0,10.0,315.0,7.07107,-7.07107
1094,10P,9.0,1.0,324.0,0.80902,-0.58779
1095,10P,8.0,1.0,324.0,0.80902,-0.58779
1096,10P,7.0,1.0,324.0,0.80902,-0.58779
1097,10P,6.0,1.0,324.0,0.80902,-0.58779
1098,10P,5.0,1.0,324.0,0.80902,-0.58779
1099,10P,4.0,1.0,324.0,0.80902,-0.58779
1100,10P,3.0,1.0,324.0,0.80902,-0.58779
1101,10P,2.5,1.0,324.0,0.80902,-0.58779
1102,10P,9.0,2.0,324.0,1.61803,-1.17557
1103,10P,8.0,2.0,324.0,1.61803,-1.17557
1104,10P,7.0,2.0,324.0,1.61803,-1.17557
1105,10P,6.0,2.0,324.0,1.61803,-1.17557
1106,10P,5.0,2.0,324.0,1.61803,-1.17557
1107,10P,4.0,2.0,324.0,1.61803,-1.17557
1108,10P,3.0,2.0,324.0,1.61803,-1.17557
1109,10P,2.5,2.0,324.0,1.61803,-1.17557
1110,10P,8.0,4.0,324.0,3.23607,-2.35114
1111,10P,7.0,4.0,324.0,3.23607,-2.35114
1112,10P,6.0,4.0,324.0,3.23607,-2.35114
1113,10P,5.0,4.0,324.0,3.23607,-2.35114
1114,10P,4.0,4.0,324.0,3.23607,-2.35114
1115,10P,3.0,4.0,324.0,3.23607,-2.35114
1116,10P,2.5,4.0,324.0,3.23607,-2.35114
1117,10P,8.0,6.0,324.0,4.8541,-3.52671
1118,10P,7.0,6.0,324.0,4.8541,-3.52671
1119,10P,6.0,6.0,324.0,4.8541,-3.52671
1120,10P,5.0,6.0,324.0,4.8541,-3.52671
1121,10P,4.0,6.0,324.0,4.8541,-3.52671
1122,10P,3.0,6.0,324.0,4.8541,-3.52671
1123,10P,7.0,8.0,324.0,6.47214,-4.70228
1124,10P,6.0,8.0,324.0,6.47214,-4.70228
1125,10P,5.0,8.0,324.0,6.47214,-4.70228
1126,10P,4.0,8.0,324.0,6.47214,-4.70228
1127,10P,3.0,8.0,324.0,6.47214,-4.70228
1128,10P,6.0,10.0,324.0,8.09017,-5.87785
1129,10P,5.0,10.0,324.0,8.09017,-5.87785
1130,10P,4.0,10.0,324.0,8.09017,-5.87785
1131,10P,5.0,12.0,324.0,9.7082,-7.05342
1132,2.5RP,9.0,2.0,333.0,1.78201,-0.90798
1133,2.5RP,8.0,2.0,333.0,1.78201,-0.90798
1134,2.5RP,7.0,2.0,333.0,1.78201,-0.90798
1135,2.5RP,6.0,2.0,333.0,1.78201,-0.90798
1136,2.5RP,5.0,2.0,333.0,1.78201,-0.90798
1137,2.5RP,4.0,2.0,333.0,1.78201,-0.90798
1138,2.5RP,3.0,2.0,333.0,1.78201,-0.90798
1139,2.5RP,2.5,2.0,333.0,1.78201,-0.90798
1140,2.5RP,8.0,4.0,333.0,3.56403,-1.81596
1141,2.5RP,7.0,4.0,333.0,3.56403,-1.81596
1142,2.5RP,6.0,4.0,333.0,3.56403,-1.81596
1143,2.5RP,5.0,4.0,333.0,3.56403,-1.81596
1144,2.5RP,4.0,4.0,333.0,3.56403,-1.81596
1145,2.5RP,3.0,4.0,333.0,3.56403,-1.81596
1146,2.5RP,2.5,4.0,333.0,3.56403,-1.81596
1147,2.5RP,8.0,6.0,333.0,5.34604,-2.72394
1148,2.5RP,7.0,6.0,333.0,5.34604,-2.72394
1149,2.5RP,6.0,6.0,333.0,5.34604,-2.72394
1150,2.5RP,5.0,6.0,333.0,5.34604,-2.72394
1151,2.5RP,4.0,6.0,333.0,5.34604,-2.72394
1152,2.5RP,3.0,6.0,333.0,5.34604,-2.72394
1153,2.5RP,7.0,8.0,333.0,7.12805,-3.63192
1154,2.5RP,6.0,8.0,333.0,7.12805,-3.63192
1155,2.5RP,5.0,8.0,333.0,7.12805,-3.63192
1156,2.5RP,4.0,8.0,333.0,7.12805,-3.63192
1157,2.5RP,7.0,10.0,333.0,8.91007,-4.5399
1158,2.5RP,6.0,10.0,333.0,8.91007,-4.5399
1159,2.5RP,5.0,10.0,333.0,8.91007,-4.5399
1160,2.5RP,4.0,10.0,333.0,8.91007,-4.5399
1161,2.5RP,6.0,12.0,333.0,10.69208,-5.44789
1162,2.5RP,5.0,12.0,333.0,10.69208,-5.44789
1163,5RP,9.0,1.0,342.0,0.95106,-0.30902
1164,5RP,8.0,1.0,342.0,0.95106,-0.30902
1165,5RP,7.0,1.0,342.0,0.95106,-0.30902
1166,5RP,6.0,1.0,342.0,0.95106,-0.30902
1167,5RP,5.0,1.0,342.0,0.95106,-0.30902
1168,5RP,4.0,1.0,342.0,0.95106,-0.30902
1169,5RP,3.0,1.0,342.0,0.95106,-0.30902
1170,5RP,2.5,1.0,342.0,0.95106,-0.30902
1171,5RP,9.0,2.0,342.0,1.90211,-0.61803
1172,5RP,8.0,2.0,342.0,1.90211,-0.61803
1173,5RP,7.0,2.0,342.0,1.90211,-0.61803
1174,5RP,6.0,2.0,342.0,1.90211,-0.61803
1175,5RP,5.0,2.0,342.0,1.90211,-0.61803
1176,5RP,4.0,2.0,342.0,1.90211,-0.61803
1177,5RP,3.0,2.0,342.0,1.90211,-0.61803
1178,5RP,2.5,2.0,342.0,1.90211,-0.61803
1179,5RP,8.0,4.0,342.0,3.80423,-1.23607
1180,5RP,7.0,4.0,342.0,3.80423,-1.23607
1181,5RP,6.0,4.0,342.0,3.80423,-1.23607
1182,5RP,5.0,4.0,342.0,3.80423,-1.23607
1183,5RP,4.0,4.0,342.0,3.80423,-1.23607
1184,5RP,3.0,4.0,342.0,3.80423,-1.23607
1185,5RP,2.5,4.0,342.0,3.80423,-1.23607
1186,5RP,8.0,6.0,342.0,5.70634,-1.8541
1187,5RP,7.0,6.0,342.0,5.70634,-1.8541
1188,5RP,6.0,6.0,342.0,5.70634,-1.8541
1189,5RP,5.0,6.0,342.0,5.70634,-1.8541
1190,5RP,4.0,6.0,342.0,5.70634,-1.8541
1191,5RP,3.0,6.0,342.0,5.70634,-1.8541
1192,5RP,7.0,8.0,342.0,7.60845,-2.47214
1193,5RP,6.0,8.0,342.0,7.60845,-2.47214
1194,5RP,5.0,8.0,342.0,7.60845,-2.47214
1195,5RP,4.0,8.0,342.0,7.60845,-2.47214
1196,5RP,6.0,10.0,342.0,9.51057,-3.09017
1197,5RP,5.0,10.0,342.0,9.51057,-3.09017
1198,5RP,4.0,10.0,342.0,9.51057,-3.09017
1199,5RP,5.0,12.0,342.0,11.41268,-3.7082
1200,5RP,4.0,12.0,342.0,11.41268,-3.7082
1201,7.5RP,9.0,2.0,351.0,1.97538,-0.31287
1202,7.5RP,8.0,2.0,351.0,1.97538,-0.31287
1203,7.5RP,7.0,2.0,351.0,1.97538,-0.31287
1204,7.5RP,6.0,2.0,351.0,1.97538,-0.31287
1205,7.5RP,5.0,2.0,351.0,1.97538,-0.31287
1206,7.5RP,4.0,2.0,351.0,1.97538,-0.31287
1207,7.5RP,3.0,2.0,351.0,1.97538,-0.31287
1208,7.5RP,2.5,2.0,351.0,1.97538,-0.31287
1209,7.5RP,8.0,4.0,351.0,3.95075,-0.62574
1210,7.5RP,7.0,4.0,351.0,3.95075,-0.62574
1211,7.5RP,6.0,4.0,351.0,3.95075,-0.62574
1212,7.5RP,5.0,4.0,351.0,3.95075,-0.62574
1213,7.5RP,4.0,4.0,351.0,3.95075,-0.62574
1214,7.5RP,3.0,4.0,351.0,3.95075,-0.62574
1215,7.5RP,2.5,4.0,351.0,3.95075,-0.62574
1216,7.5RP,8.0,6.0,351.0,5.92613,-0.93861
1217,7.5RP,7.0,6.0,351.0,5.92613,-0.93861
1218,7.5RP,6.0,6.0,351.0,5.92613,-0.93861
1219,7.5RP,5.0,6.0,351.0,5.92613,-0.93861
1220,7.5RP,4.0,6.0,351.0,5.92613,-0.93861
1221,7.5RP,3.0,6.0,351.0,5.92613,-0.93861
1222,7.5RP,7.0,8.0,351.0,7.90151,-1.25148
1223,7.5RP,6.0,8.0,351.0,7.90151,-1.25148
1224,7.5RP,5.0,8.0,351.0,7.90151,-1.25148
1225,7.5RP,4.0,8.0,351.0,7.90151,-1.25148
1226,7.5RP,6.0,10.0,351.0,9.87688,-1.56434
1227,7.5RP,5.0,10.0,351.0,9.87688,-1.56434
1228,7.5RP,4.0,10.0,351.0,9.87688,-1.56434
1229,7.5RP,5.0,12.0,351.0,11.85226,-1.87721
1230,7.5RP,4.0,12.0,351.0,11.85226,-1.87721
1231,10RP,9.0,1.0,360.0,1.0,-0.0
1232,10RP,8.0,1.0,360.0,1.0,-0.0
1233,10RP,7.0,1.0,360.0,1.0,-0.0
1234,10RP,6.0,1.0,360.0,1.0,-0.0
1235,10RP,5.0,1.0,360.0,1.0,-0.0
1236,10RP,4.0,1.0,360.0,1.0,-0.0
1237,10RP,3.0,1.0,360.0,1.0,-0.0
1238,10RP,2.5,1.0,360.0,1.0,-0.0
1239,10RP,9.0,2.0,360.0,2.0,-0.0
1240,10RP,8.0,2.0,360.0,2.0,-0.0
1241,10RP,7.0,2.0,360.0,2.0,-0.0
1242,10RP,6.0,2.0,360.0,2.0,-0.0
1243,10RP,5.0,2.0,360.0,2.0,-0.0
1244,10RP,4.0,2.0,360.0,2.0,-0.0
1245,10RP,3.0,2.0,360.0,2.0,-0.0
1246,10RP,2.5,2.0,360.0,2.0,-0.0
1247,10RP,8.0,4.0,360.0,4.0,-0.0
1248,10RP,7.0,4.0,360.0,4.0,-0.0
1249,10RP,6.0,4.0,360.0,4.0,-0.0
1250,10RP,5.0,4.0,360.0,4.0,-0.0
1251,10RP,4.0,4.0,360.0,4.0,-0.0
1252,10RP,3.0,4.0,360.0,4.0,-0.0
1253,10RP,2.5,4.0,360.0,4.0,-0.0
1254,10RP,8.0,6.0,360.0,6.0,-0.0
1255,10RP,7.0,6.0,360.0,6.0,-0.0
1256,10RP,6.0,6.0,360.0,6.0,-0.0
1257,10RP,5.0,6.0,360.0,6.0,-0.0
1258,10RP,4.0,6.0,360.0,6.0,-0.0
1259,10RP,3.0,6.0,360.0,6.0,-0.0
1260,10RP,7.0,8.0,360.0,8.0,-0.0
1261,10RP,6.0,8.0,360.0,8.0,-0.0
1262,10RP,5.0,8.0,360.0,8.0,-0.0
1263,10RP,4.0,8.0,360.0,8.0,-0.0
1264,10RP,6.0,10.0,360.0,10.0,-0.0
1265,10RP,5.0,10.0,360.0,10.0,-0.0
1266,10RP,4.0,10.0,360.0,10.0,-0.0
1267,10RP,5.0,12.0,360.0,12.0,-0.0
1268,10RP,4.0,12.0,360.0,12.0,-0.0
